,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
2989,5101c6c4e4b0ca4851024977,Dentist 4 Me,-34.820635,138.725729,4bf58dd8d48988d178941735,"1331C North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,3,Dentist's Office,Professional & Other Places,Medical Center,Dentist's Office,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
2990,5141279fe4b092a816f3fde0,Dr Jones & Partners Medical Imaging,-34.833523,138.687113,4bf58dd8d48988d178941735,"33 Smart Rd, Modbury SA 5092, Australia",Modbury,3,Dentist's Office,Professional & Other Places,Medical Center,Dentist's Office,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
2993,54cebe91498e732d088aea54,golden grove village dental centre,-34.790213798420865,138.69458201485372,4bf58dd8d48988d178941735,"The Grove Shopping Centre, 32 The Grove Way, Golden Grove SA 5125, Australia",Golden Grove,3,Dentist's Office,Professional & Other Places,Medical Center,Dentist's Office,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
2995,4f0bc8f0e4b0ece6d0b88550,Moore Bajada,-34.821686,138.715071,4bf58dd8d48988d178941735,"1240 North East Road, St Agnes SA 5097, Australia",Saint Agnes,3,Dentist's Office,Professional & Other Places,Medical Center,Dentist's Office,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
2997,4e83aec7b8f7e9f997b0baff,Dr Pete Chiropractic,-34.89658630446385,138.6740608944722,52e81612bcbc57f1066b7a3a,"149A Reid Ave, Hectorville SA 5073, Australia",Hectorville,3,Chiropractor,Professional & Other Places,Medical Center,Chiropractor,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
2999,52429c74498eec3b93dd80ef,Spinecare Chiropractic,-34.790203702621184,138.69446932158914,52e81612bcbc57f1066b7a3a,"Corner The Golden Way & The Grove Way, Shop 20a, Golden Grove Village Shopping Centre, Golden Grove SA 5125, Australia",Golden Grove,3,Chiropractor,Professional & Other Places,Medical Center,Chiropractor,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3001,4c53b3214623be9af1848af1,Calvert Technologies,-34.88803869980186,138.65770981691975,4bf58dd8d48988d125941735,"514 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,3,Tech Startup,Professional & Other Places,Office,Tech Startup,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3018,50056372e4b0b954d7962180,Social Media AOK Brains Trust,-34.81202475284371,138.69752831154838,4bf58dd8d48988d174941735,"24 Allchurch Ave, Redwood Park SA 5097, Australia",Redwood Park,3,Coworking Space,Professional & Other Places,Office,Coworking Space,,,40181350000,41229,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Redwood Park SA 5097, Australia",5097,-34.812524,138.706595,5417.0,39,"1,537","1,958"
3019,4ce78d93595cb1f7a061c314,Thrive By Design,-34.812027,138.69759,4bf58dd8d48988d174941735,"24 Allchurch Ave, Redwood Park SA 5097, Australia",Redwood Park,3,Coworking Space,Professional & Other Places,Office,Coworking Space,,,40181350000,41229,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Redwood Park SA 5097, Australia",5097,-34.812524,138.706595,5417.0,39,"1,537","1,958"
3023,4edb6ab1b8f7fcd0417e9ebc,Raunsley Barracks,-34.76103210449219,138.71267700195312,4e52adeebd41615f56317744,"15 Raunsley Cct, Greenwith SA 5125, Australia",Greenwith,2,Military Base,Professional & Other Places,Military Base,,,,40185520000,40532,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Greenwith SA 5125, Australia",5125,-34.766,138.715,8992.0,38,"1,622","3,224"
3027,5199928e498efe1581627461,Burton Park Preschool,-34.83504104614258,138.6863250732422,4f4533814b9074f6e4fb0107,"Unit 9/2 Harrison Ave, Modbury SA 5092, Australia",Modbury,3,Nursery School,Professional & Other Places,School,Nursery School,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3028,56faf72f498e035cc0ef45f6,Thorndon Park Kindergarten,-34.885556,138.696208,4f4533814b9074f6e4fb0107,"12 Nestor St, Athelstone SA 5076, Australia",Athelstone,3,Nursery School,Professional & Other Places,School,Nursery School,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3031,500e5cfbe4b04d4cc23ec01d,Bubble & Squeak,-34.79443438789696,138.69239188650715,4f4533814b9074f6e4fb0107,"12 Surrey Farm Dr, Wynn Vale SA 5127, Australia",Wynn Vale,3,Nursery School,Professional & Other Places,School,Nursery School,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
3035,4d8d55785091a1cd63777601,Tea Tree Plus Carpark,-34.82897,138.69143,4c38df4de52ce0d596b336e1,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Parking,Professional & Other Places,Parking,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3040,508f4ae6e4b0208a60de9742,Tea Tree Plaza Car Park,-34.82885222989714,138.69200972526536,4c38df4de52ce0d596b336e1,"1030 North East Road, Modbury SA 5092, Australia",Modbury,2,Parking,Professional & Other Places,Parking,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3041,4cd4834f8e5b6a3146bb73ac,State Swim,-34.82880873938384,138.67305305366006,52e81612bcbc57f1066b7a44,"1/438 Montague Rd, Modbury North SA 5092, Australia",Modbury North,3,Swim School,Professional & Other Places,School,Swim School,,,40180970000,40893,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury North SA 5092, Australia",5092,-34.829,138.672,5626.0,39,"1,385","2,049"
3042,506653b6e4b0e86557f2dcde,Adelaide Sri Lanka Buddhist Vihara,-34.86769104003906,138.69815063476562,4bf58dd8d48988d13a941735,"13 Brookside Rd, Athelstone SA 5076, Australia",Athelstone,3,Temple,Professional & Other Places,Spiritual Center,Temple,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3045,579e9980498e174894b5aacd,Modbury North Kindergarten,-34.824833,138.672901,52e81612bcbc57f1066b7a45,"Unit 5/41 Corroboree Rd, Modbury North SA 5092, Australia",Modbury North,3,Preschool,Professional & Other Places,School,Preschool,,,40180970000,40893,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury North SA 5092, Australia",5092,-34.829,138.672,5626.0,39,"1,385","2,049"
3047,4f2c8258e4b062ad2a17c08d,Assembly Hall Jehovahs Witnesses,-34.81972231326218,138.71260116300894,5744ccdfe4b0c0459246b4ac,"12-14 Lumsden Ave, Ridgehaven SA 5097, Australia",Ridgehaven,3,Kingdom Hall,Professional & Other Places,Spiritual Center,Kingdom Hall,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
3049,4fcec8b7e4b0ce2b62836ac3,Coppins & Lowry Showhome,-34.86143055447095,138.7006236867523,4f2a210c4b9023bd5841ed28,"3 Produce Ct, Athelstone SA 5076, Australia",Athelstone,2,Housing Development,Residence,Housing Development,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3050,54f11c0d498e7f1416f1f888,BJJ lama 👋,-34.879721,138.666049,4f2a210c4b9023bd5841ed28,"13B Hambledon Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Housing Development,Residence,Housing Development,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3051,53295a5a11d22d13d85414d1,Hambledon Road,-34.879745,138.666071,4f2a210c4b9023bd5841ed28,"13B Hambledon Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Housing Development,Residence,Housing Development,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3052,5137cd95e4b05fc93a93470a,Chippendale Village,-34.833866636264,138.6945819854736,4f2a210c4b9023bd5841ed28,"23 Seymour Ave, Modbury SA 5092, Australia",Modbury,2,Housing Development,Residence,Housing Development,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3053,5263df8811d269bc9752fd6f,Campbell Town,-34.877276,138.660248,4f2a210c4b9023bd5841ed28,"3/18 Ann St, Campbelltown SA 5074, Australia",Campbelltown,2,Housing Development,Residence,Housing Development,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3054,4f6f9521e4b07e41f0549df9,sandalwood park,-34.822212,138.711849,4f2a210c4b9023bd5841ed28,"1216 A10, St Agnes SA 5097, Australia",Saint Agnes,2,Housing Development,Residence,Housing Development,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3055,503cc5b8e4b0824848316a93,19 Smart Rd,-34.833834,138.685264,4f2a210c4b9023bd5841ed28,"19 Smart Rd, Modbury SA 5092, Australia",Modbury,2,Housing Development,Residence,Housing Development,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3065,4fc1a3eee4b0a363d42ab194,Rivergum Parafield Display Village,-34.808507,138.716254,4f2a210c4b9023bd5841ed28,"8 Penrith St, Redwood Park SA 5097, Australia",Redwood Park,2,Housing Development,Residence,Housing Development,,,,40181350000,41229,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Redwood Park SA 5097, Australia",5097,-34.812524,138.706595,5417.0,39,"1,537","1,958"
3066,5626384b498ee18f42fbee0f,Ozzilak,-34.78308860015104,138.70247110865708,4f2a210c4b9023bd5841ed28,"Unit 7/1 Tennant Ct, Golden Grove SA 5125, Australia",Golden Grove,2,Housing Development,Residence,Housing Development,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3072,50b58093e4b0bc146b405ccf,Highercombe Residential Nursing  Home,-34.83937014476922,138.70917586799087,5032891291d4c4b30a586d68,"11 Sirius Ave, Hope Valley SA 5090, Australia",Hope Valley,2,Assisted Living,Residence,Assisted Living,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
3079,4ea7f10ddab48494d89f12f7,Warring Park Residential Care,-34.86878935,138.6809414,4d954b06a243a5684965b473,"59 George St, Paradise SA 5075, Australia",Paradise,2,Residential Building (Apartment / Condo),Residence,Residential Building (Apartment / Condo),,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
3081,5061a0a2e4b0428647ec89ca,Shared House,-34.88898112918553,138.6579099262825,4d954b06a243a5684965b473,"2 Clairville Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Residential Building (Apartment / Condo),Residence,Residential Building (Apartment / Condo),,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3083,5061d451e4b08374aaa26320,Theodore Avenue,-34.879743,138.694893,4d954b06a243a5684965b473,"22 Theodore Ave, Athelstone SA 5076, Australia",Athelstone,2,Residential Building (Apartment / Condo),Residence,Residential Building (Apartment / Condo),,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3085,4ef8243d5c5c68fa0bf7bc0c,Langton Park Retirement Village,-34.88753842596049,138.6700104697812,4d954b06a243a5684965b473,"Langdon Park Retirement Vge, Unit 55/125 Montacute Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Residential Building (Apartment / Condo),Residence,Residential Building (Apartment / Condo),,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
3112,5a0354a8d48ec17c050a49b5,Home,-34.802002,138.70959,4d954b06a243a5684965b473,"71 Illyarrie Ave, Surrey Downs SA 5126, Australia",Surrey Downs,2,Residential Building (Apartment / Condo),Residence,Residential Building (Apartment / Condo),,,,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Surrey Downs SA 5126, Australia",5126,-34.801,138.712,3326.0,37,"1,445","1,259"
3121,56f37d02498e8886f2fd954c,Romeo's IGA Foodland,-34.871376,138.70111,52f2ab2ebcbc57f1066b8b46,"320 Gorge Rd, Athelstone SA 5076, Australia",Athelstone,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
3122,4bd76d570b779c74902a05a0,Woolworths,-34.83073324266905,138.6913172980631,52f2ab2ebcbc57f1066b8b46,"31/972-976 North East Road, Modbury SA 5092, Australia",Modbury,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3123,4d55e5f4e7f1a1cd08fdffa4,Coles,-34.88593757067795,138.6902949313923,52f2ab2ebcbc57f1066b8b46,"Newton Village Shopping Centre, 299 Montacute Rd, Newton SA 5074, Australia",Newton,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3124,4d37918215993704d2acb091,Woolworths,-34.886132565363255,138.6904225370633,52f2ab2ebcbc57f1066b8b46,"299 Montacute Rd, Newton SA 5074, Australia",Newton,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3126,4ba300c0f964a5204c2738e3,Coles,-34.82142712995334,138.7175173761603,52f2ab2ebcbc57f1066b8b46,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3127,4c592ea9d3aee21e0f976755,Coles,-34.83106003953928,138.69345538074418,52f2ab2ebcbc57f1066b8b46,"SHOP 223, WESTFIELD TEA TREE PLAZA, 976 North East Road, Modbury SA 5092, Australia",Modbury,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3130,5d33eff316ff160008ca6f54,Aldi,-34.876009,138.683588,52f2ab2ebcbc57f1066b8b46,"Stop 28 Gorge Rd - South Side, Newton SA 5074, Australia",Newton,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
3131,5a210e5fc3658812c158be11,Aldi,-34.821592,138.716198,52f2ab2ebcbc57f1066b8b46,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
3133,56e8dbb3498ee5c9d31b0dc6,Aldi,-34.830822,138.692682,52f2ab2ebcbc57f1066b8b46,"976 North East Road, Modbury SA 5092, Australia",Modbury,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
3134,4c26a9c93703d13af2daa536,Romeo's IGA Foodland,-34.89361431524174,138.67372035003595,52f2ab2ebcbc57f1066b8b46,"Unit 5/37 McBeath St, Hectorville SA 5073, Australia",Hectorville,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
3151,4cac307876d3a093c18f2f6b,Woolworths,-34.79007206332263,138.69432664542168,52f2ab2ebcbc57f1066b8b46,"Corner The Golden Way & The Grove Way, Shop 20a, Golden Grove Village Shopping Centre, Golden Grove SA 5125, Australia",Golden Grove,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
3152,4ca44ebed7c337044c32a862,Drake Foodland,-34.80549220994283,138.7022995947663,52f2ab2ebcbc57f1066b8b46,"246 Golden Grove Rd, Surrey Downs SA 5126, Australia",Surrey Downs,3,Supermarket,Shop & Service,Food & Drink Shop,Supermarket,,,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Surrey Downs SA 5126, Australia",5126,-34.801,138.712,3326.0,37,"1,445","1,259"
