,CityCode,City,Title,Label,CityCount,CityPercent,RegionCount,RegionPercent,CountryCount,CountryPercent,CityCountNum,CityPercentNum
70,40048,Athelstone,Employment status of parents,"One employed part-time, other not working",154,6.5,"23,992",6.6,"302,037",6.0,154.0,6.5
71,40048,Athelstone,Employment status of parents,Both not working,504,21.2,"84,108",23.1,"1,006,697",20.1,504.0,21.2
72,40048,Athelstone,Employment status of parents,Other (includes away from work),118,5.0,"18,943",5.2,"264,145",5.3,118.0,5.0
73,40048,Athelstone,Employment status of parents,Labour force status not stated (by one or both parents in a couple family),118,5.0,"21,592",5.9,"311,381",6.2,118.0,5.0
74,40048,Athelstone,Dwelling count,Occupied private dwellings,"3,327",92.9,"638,782",87.4,"8,286,073",88.8,3327.0,92.9
75,40048,Athelstone,Dwelling count,Unoccupied private dwellings,256,7.1,"92,242",12.6,"1,039,874",11.2,256.0,7.1
76,40048,Athelstone,Dwelling structure,Separate house,"2,829",85.0,"496,799",77.8,"6,041,788",72.9,2829.0,85.0
77,40048,Athelstone,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",447,13.4,"94,510",14.8,"1,055,016",12.7,447.0,13.4
78,40048,Athelstone,Dwelling structure,Flat or apartment,51,1.5,"42,003",6.6,"1,087,434",13.1,51.0,1.5
79,40048,Athelstone,Dwelling structure,Other dwelling,0,0.0,"3,016",0.5,"64,425",0.8,0.0,0.0
80,40048,Athelstone,Number of bedrooms,None (includes bedsitters),8,0.2,"1,611",0.3,"39,769",0.5,8.0,0.2
81,40048,Athelstone,Number of bedrooms,1 bedroom,18,0.5,"21,505",3.4,"411,252",5.0,18.0,0.5
82,40048,Athelstone,Number of bedrooms,2 bedrooms,253,7.6,"118,792",18.6,"1,562,759",18.9,253.0,7.6
83,40048,Athelstone,Number of bedrooms,3 bedrooms,"1,735",52.0,"333,035",52.1,"3,403,190",41.1,1735.0,52.0
84,40048,Athelstone,Number of bedrooms,4 or more bedrooms,"1,281",38.4,"150,400",23.5,"2,670,758",32.2,1281.0,38.4
85,40048,Athelstone,Number of bedrooms,Number of bedrooms not stated,41,1.2,"13,455",2.1,"198,351",2.4,41.0,1.2
86,40048,Athelstone,Number of bedrooms,Average number of bedrooms per dwelling,3.4,--,3,--,3.1,--,3.4,0.0
87,40048,Athelstone,Number of bedrooms,Average number of people per household,2.7,--,2.4,--,2.6,--,2.7,0.0
88,40048,Athelstone,Tenure,Owned outright,"1,467",44.0,"205,531",32.2,"2,565,695",31.0,1467.0,44.0
89,40048,Athelstone,Tenure,Owned with a mortgage,"1,374",41.2,"225,670",35.3,"2,855,222",34.5,1374.0,41.2
90,40048,Athelstone,Tenure,Rented,415,12.5,"182,180",28.5,"2,561,302",30.9,415.0,12.5
91,40048,Athelstone,Tenure,Other tenure type,26,0.8,"9,847",1.5,"78,994",1.0,26.0,0.8
92,40048,Athelstone,Tenure,Tenure type not stated,51,1.5,"15,566",2.4,"224,869",2.7,51.0,1.5
93,40048,Athelstone,Household income,Less than $650 gross weekly income,--,15.6,--,23.8,--,20.0,0.0,15.6
94,40048,Athelstone,Household income,More than $3000 gross weekly income,--,16.6,--,10.7,--,16.4,0.0,16.6
95,40048,Athelstone,Number of registered motor vehicles,None,85,2.5,"47,848",7.5,"623,829",7.5,85.0,2.5
96,40048,Athelstone,Number of registered motor vehicles,1 motor vehicle,976,29.3,"228,940",35.8,"2,881,485",34.8,976.0,29.3
97,40048,Athelstone,Number of registered motor vehicles,2 motor vehicles,"1,398",41.9,"229,930",36.0,"2,999,184",36.2,1398.0,41.9
98,40048,Athelstone,Number of registered motor vehicles,3 or more vehicles,800,24.0,"112,047",17.5,"1,496,382",18.1,800.0,24.0
99,40048,Athelstone,Number of registered motor vehicles,Number of motor vehicles not stated,76,2.3,"20,017",3.1,"285,197",3.4,76.0,2.3
100,40048,Athelstone,Dwelling internet connection,Internet not accessed from dwelling,388,11.6,"108,737",17.0,"1,172,415",14.1,388.0,11.6
101,40048,Athelstone,Dwelling internet connection,Internet accessed from dwelling,"2,903",87.1,"515,114",80.6,"6,892,165",83.2,2903.0,87.1
102,40048,Athelstone,Dwelling internet connection,Not stated,42,1.3,"14,941",2.3,"221,494",2.7,42.0,1.3
103,40211,Campbelltown,People,Male,"3,953",48.5,"825,997",49.3,"11,546,638",49.3,3953.0,48.5
104,40211,Campbelltown,People,Female,"4,199",51.5,"850,652",50.7,"11,855,248",50.7,4199.0,51.5
105,40211,Campbelltown,People,Aboriginal and/or Torres Strait Islander people,74,0.9,"34,184",2.0,"649,171",2.8,74.0,0.9
106,40211,Campbelltown,Age,Median age,41,--,40,--,38,--,41.0,0.0
107,40211,Campbelltown,Age,0-4 years,505,6.2,"97,072",5.8,"1,464,779",6.3,505.0,6.2
108,40211,Campbelltown,Age,5-9 years,474,5.8,"100,466",6.0,"1,502,646",6.4,474.0,5.8
109,40211,Campbelltown,Age,10-14 years,375,4.6,"95,461",5.7,"1,397,183",6.0,375.0,4.6
110,40211,Campbelltown,Age,15-19 years,395,4.8,"100,686",6.0,"1,421,595",6.1,395.0,4.8
111,40211,Campbelltown,Age,20-24 years,469,5.8,"107,986",6.4,"1,566,793",6.7,469.0,5.8
112,40211,Campbelltown,Age,25-29 years,543,6.7,"107,361",6.4,"1,664,602",7.1,543.0,6.7
113,40211,Campbelltown,Age,30-34 years,617,7.6,"110,751",6.6,"1,703,847",7.3,617.0,7.6
114,40211,Campbelltown,Age,35-39 years,555,6.8,"102,818",6.1,"1,561,679",6.7,555.0,6.8
115,40211,Campbelltown,Age,40-44 years,528,6.5,"106,650",6.4,"1,583,257",6.8,528.0,6.5
116,40211,Campbelltown,Age,45-49 years,522,6.4,"113,619",6.8,"1,581,455",6.8,522.0,6.4
117,40211,Campbelltown,Age,50-54 years,463,5.7,"113,272",6.8,"1,523,551",6.5,463.0,5.7
118,40211,Campbelltown,Age,55-59 years,390,4.8,"111,896",6.7,"1,454,332",6.2,390.0,4.8
119,40211,Campbelltown,Age,60-64 years,371,4.6,"102,028",6.1,"1,299,397",5.6,371.0,4.6
120,40211,Campbelltown,Age,65-69 years,377,4.6,"96,286",5.7,"1,188,999",5.1,377.0,4.6
121,40211,Campbelltown,Age,70-74 years,351,4.3,"72,563",4.3,"887,716",3.8,351.0,4.3
122,40211,Campbelltown,Age,75-79 years,439,5.4,"53,885",3.2,"652,657",2.8,439.0,5.4
123,40211,Campbelltown,Age,80-84 years,344,4.2,"39,374",2.3,"460,549",2.0,344.0,4.2
124,40211,Campbelltown,Age,85 years and over,430,5.3,"44,479",2.7,"486,842",2.1,430.0,5.3
125,40211,Campbelltown,Registered marital status,Married,"3,284",48.3,"659,638",47.7,"9,148,218",48.1,3284.0,48.3
126,40211,Campbelltown,Registered marital status,Separated,194,2.9,"44,199",3.2,"608,059",3.2,194.0,2.9
127,40211,Campbelltown,Registered marital status,Divorced,569,8.4,"127,916",9.2,"1,626,890",8.5,569.0,8.4
128,40211,Campbelltown,Registered marital status,Widowed,665,9.8,"83,281",6.0,"985,204",5.2,665.0,9.8
129,40211,Campbelltown,Registered marital status,Never married,"2,088",30.7,"468,621",33.9,"6,668,910",35.0,2088.0,30.7
130,40211,Campbelltown,Social marital status,Registered marriage,"2,927",48.2,"582,236",47.4,"8,001,141",47.7,2927.0,48.2
131,40211,Campbelltown,Social marital status,De facto marriage,406,6.7,"126,020",10.3,"1,751,731",10.4,406.0,6.7
132,40211,Campbelltown,Social marital status,Not married,"2,742",45.1,"520,539",42.4,"7,024,973",41.9,2742.0,45.1
133,40211,Campbelltown,Education,Preschool,110,4.8,"20,292",4.2,"347,621",4.8,110.0,4.8
134,40211,Campbelltown,Education,Primary - Government,438,19.3,"94,526",19.5,"1,314,787",18.2,438.0,19.3
135,40211,Campbelltown,Education,Primary - Catholic,188,8.3,"26,196",5.4,"380,604",5.3,188.0,8.3
136,40211,Campbelltown,Education,Primary - other non Government,45,2.0,"22,589",4.7,"231,490",3.2,45.0,2.0
137,40211,Campbelltown,Education,Secondary - Government,219,9.6,"52,721",10.9,"827,505",11.5,219.0,9.6
138,40211,Campbelltown,Education,Secondary - Catholic,105,4.6,"19,484",4.0,"338,384",4.7,105.0,4.6
139,40211,Campbelltown,Education,Secondary - other non Government,35,1.5,"21,053",4.3,"280,618",3.9,35.0,1.5
140,40211,Campbelltown,Education,Technical or further education institution,165,7.3,"31,394",6.5,"424,869",5.9,165.0,7.3
141,40211,Campbelltown,Education,University or tertiary institution,463,20.4,"78,780",16.2,"1,160,626",16.1,463.0,20.4
142,40211,Campbelltown,Education,Other,62,2.7,"11,501",2.4,"198,383",2.8,62.0,2.7
143,40211,Campbelltown,Education,Not stated,441,19.4,"106,438",21.9,"1,707,023",23.7,441.0,19.4
144,40211,Campbelltown,Level of highest Educational attainment,Bachelor Degree level and above,"1,635",24.0,"256,510",18.5,"4,181,406",22.0,1635.0,24.0
145,40211,Campbelltown,Level of highest Educational attainment,Advanced Diploma and Diploma level,548,8.1,"115,102",8.3,"1,687,893",8.9,548.0,8.1
146,40211,Campbelltown,Level of highest Educational attainment,Certificate level IV,143,2.1,"42,793",3.1,"551,767",2.9,143.0,2.1
147,40211,Campbelltown,Level of highest Educational attainment,Certificate level III,705,10.4,"188,790",13.6,"2,442,203",12.8,705.0,10.4
148,40211,Campbelltown,Level of highest Educational attainment,Year 12,"1,048",15.4,"214,813",15.5,"2,994,097",15.7,1048.0,15.4
149,40211,Campbelltown,Level of highest Educational attainment,Year 11,522,7.7,"128,782",9.3,"941,531",4.9,522.0,7.7
150,40211,Campbelltown,Level of highest Educational attainment,Year 10,503,7.4,"138,607",10.0,"2,054,331",10.8,503.0,7.4
151,40211,Campbelltown,Level of highest Educational attainment,Certificate level II,3,0.0,"1,077",0.1,"13,454",0.1,3.0,0.0
152,40211,Campbelltown,Level of highest Educational attainment,Certificate level I,0,0.0,174,0.0,"2,176",0.0,0.0,0.0
153,40211,Campbelltown,Level of highest Educational attainment,Year 9 or below,829,12.2,"119,572",8.6,"1,529,897",8.0,829.0,12.2
154,40211,Campbelltown,Level of highest Educational attainment,No educational attainment,122,1.8,"11,000",0.8,"145,844",0.8,122.0,1.8
155,40211,Campbelltown,Level of highest Educational attainment,Not stated,605,8.9,"129,257",9.3,"1,974,794",10.4,605.0,8.9
156,40211,Campbelltown,Employment,Worked full-time,"1,851",51.4,"435,110",53.9,"6,623,065",57.7,1851.0,51.4
157,40211,Campbelltown,Employment,Worked part-time,"1,258",35.0,"270,409",33.5,"3,491,503",30.4,1258.0,35.0
158,40211,Campbelltown,Employment,Away from work,184,5.1,"40,582",5.0,"569,276",5.0,184.0,5.1
159,40211,Campbelltown,Employment,Unemployed,305,8.5,"60,488",7.5,"787,452",6.9,305.0,8.5
160,40211,Campbelltown,Median weekly incomes,Personal,515,--,600,--,662,--,515.0,0.0
161,40211,Campbelltown,Median weekly incomes,Family,"1,397",--,"1,510",--,"1,734",--,1397.0,0.0
162,40211,Campbelltown,Median weekly incomes,Household,"1,040",--,"1,206",--,"1,438",--,1040.0,0.0
163,40211,Campbelltown,Family composition,Couple family without children,797,38.3,"178,588",40.2,"2,291,987",37.8,797.0,38.3
164,40211,Campbelltown,Family composition,Couple family with children,914,43.9,"184,733",41.6,"2,716,224",44.7,914.0,43.9
165,40211,Campbelltown,Family composition,One parent family,322,15.5,"73,128",16.5,"959,543",15.8,322.0,15.5
166,40211,Campbelltown,Family composition,Other family,47,2.3,"7,282",1.6,"102,559",1.7,47.0,2.3
167,40211,Campbelltown,Single (or lone) parents,Male,--,18.3,--,19.4,--,18.2,0.0,18.3
168,40211,Campbelltown,Single (or lone) parents,Female,--,81.7,--,80.6,--,81.8,0.0,81.7
169,40211,Campbelltown,Employment status of parents,"Both employed, worked full-time",263,15.5,"67,049",18.5,"1,084,006",21.6,263.0,15.5
170,40211,Campbelltown,Employment status of parents,"Both employed, worked part-time",82,4.8,"16,589",4.6,"203,596",4.1,82.0,4.8
171,40211,Campbelltown,Employment status of parents,"One employed full-time, one part-time",393,23.1,"83,567",23.0,"1,086,460",21.7,393.0,23.1
172,40211,Campbelltown,Employment status of parents,"One employed full-time, other not working",232,13.7,"47,483",13.1,"749,886",15.0,232.0,13.7
173,40211,Campbelltown,Employment status of parents,"One employed part-time, other not working",98,5.8,"23,992",6.6,"302,037",6.0,98.0,5.8
174,40211,Campbelltown,Employment status of parents,Both not working,458,27.0,"84,108",23.1,"1,006,697",20.1,458.0,27.0
175,40211,Campbelltown,Employment status of parents,Other (includes away from work),83,4.9,"18,943",5.2,"264,145",5.3,83.0,4.9
176,40211,Campbelltown,Employment status of parents,Labour force status not stated (by one or both parents in a couple family),89,5.2,"21,592",5.9,"311,381",6.2,89.0,5.2
177,40211,Campbelltown,Dwelling count,Occupied private dwellings,"3,221",90.3,"638,782",87.4,"8,286,073",88.8,3221.0,90.3
178,40211,Campbelltown,Dwelling count,Unoccupied private dwellings,346,9.7,"92,242",12.6,"1,039,874",11.2,346.0,9.7
179,40211,Campbelltown,Dwelling structure,Separate house,"2,050",63.6,"496,799",77.8,"6,041,788",72.9,2050.0,63.6
180,40211,Campbelltown,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",729,22.6,"94,510",14.8,"1,055,016",12.7,729.0,22.6
181,40211,Campbelltown,Dwelling structure,Flat or apartment,429,13.3,"42,003",6.6,"1,087,434",13.1,429.0,13.3
182,40211,Campbelltown,Dwelling structure,Other dwelling,3,0.1,"3,016",0.5,"64,425",0.8,3.0,0.1
183,40211,Campbelltown,Number of bedrooms,None (includes bedsitters),6,0.2,"1,611",0.3,"39,769",0.5,6.0,0.2
184,40211,Campbelltown,Number of bedrooms,1 bedroom,153,4.7,"21,505",3.4,"411,252",5.0,153.0,4.7
185,40211,Campbelltown,Number of bedrooms,2 bedrooms,752,23.3,"118,792",18.6,"1,562,759",18.9,752.0,23.3
186,40211,Campbelltown,Number of bedrooms,3 bedrooms,"1,782",55.3,"333,035",52.1,"3,403,190",41.1,1782.0,55.3
187,40211,Campbelltown,Number of bedrooms,4 or more bedrooms,461,14.3,"150,400",23.5,"2,670,758",32.2,461.0,14.3
188,40211,Campbelltown,Number of bedrooms,Number of bedrooms not stated,69,2.1,"13,455",2.1,"198,351",2.4,69.0,2.1
189,40211,Campbelltown,Number of bedrooms,Average number of bedrooms per dwelling,2.8,--,3,--,3.1,--,2.8,0.0
190,40211,Campbelltown,Number of bedrooms,Average number of people per household,2.3,--,2.4,--,2.6,--,2.3,0.0
191,40211,Campbelltown,Tenure,Owned outright,"1,052",32.7,"205,531",32.2,"2,565,695",31.0,1052.0,32.7
192,40211,Campbelltown,Tenure,Owned with a mortgage,817,25.4,"225,670",35.3,"2,855,222",34.5,817.0,25.4
193,40211,Campbelltown,Tenure,Rented,"1,109",34.4,"182,180",28.5,"2,561,302",30.9,1109.0,34.4
194,40211,Campbelltown,Tenure,Other tenure type,162,5.0,"9,847",1.5,"78,994",1.0,162.0,5.0
195,40211,Campbelltown,Tenure,Tenure type not stated,81,2.5,"15,566",2.4,"224,869",2.7,81.0,2.5
196,40211,Campbelltown,Household income,Less than $650 gross weekly income,--,29.7,--,23.8,--,20.0,0.0,29.7
197,40211,Campbelltown,Household income,More than $3000 gross weekly income,--,7.8,--,10.7,--,16.4,0.0,7.8
198,40211,Campbelltown,Number of registered motor vehicles,None,377,11.7,"47,848",7.5,"623,829",7.5,377.0,11.7
199,40211,Campbelltown,Number of registered motor vehicles,1 motor vehicle,"1,319",40.9,"228,940",35.8,"2,881,485",34.8,1319.0,40.9
200,40211,Campbelltown,Number of registered motor vehicles,2 motor vehicles,"1,037",32.1,"229,930",36.0,"2,999,184",36.2,1037.0,32.1
201,40211,Campbelltown,Number of registered motor vehicles,3 or more vehicles,379,11.7,"112,047",17.5,"1,496,382",18.1,379.0,11.7
202,40211,Campbelltown,Number of registered motor vehicles,Number of motor vehicles not stated,114,3.5,"20,017",3.1,"285,197",3.4,114.0,3.5
203,40211,Campbelltown,Dwelling internet connection,Internet not accessed from dwelling,761,23.6,"108,737",17.0,"1,172,415",14.1,761.0,23.6
204,40211,Campbelltown,Dwelling internet connection,Internet accessed from dwelling,"2,380",73.8,"515,114",80.6,"6,892,165",83.2,2380.0,73.8
205,40211,Campbelltown,Dwelling internet connection,Not stated,85,2.6,"14,941",2.3,"221,494",2.7,85.0,2.6
206,40576,Hectorville,People,Male,"1,808",48.4,"825,997",49.3,"11,546,638",49.3,1808.0,48.4
207,40576,Hectorville,People,Female,"1,930",51.6,"850,652",50.7,"11,855,248",50.7,1930.0,51.6
208,40576,Hectorville,People,Aboriginal and/or Torres Strait Islander people,18,0.5,"34,184",2.0,"649,171",2.8,18.0,0.5
209,40576,Hectorville,Age,Median age,40,--,40,--,38,--,40.0,0.0
210,40576,Hectorville,Age,0-4 years,191,5.1,"97,072",5.8,"1,464,779",6.3,191.0,5.1
211,40576,Hectorville,Age,5-9 years,189,5.0,"100,466",6.0,"1,502,646",6.4,189.0,5.0
212,40576,Hectorville,Age,10-14 years,183,4.9,"95,461",5.7,"1,397,183",6.0,183.0,4.9
213,40576,Hectorville,Age,15-19 years,184,4.9,"100,686",6.0,"1,421,595",6.1,184.0,4.9
214,40576,Hectorville,Age,20-24 years,245,6.5,"107,986",6.4,"1,566,793",6.7,245.0,6.5
215,40576,Hectorville,Age,25-29 years,251,6.7,"107,361",6.4,"1,664,602",7.1,251.0,6.7
216,40576,Hectorville,Age,30-34 years,311,8.3,"110,751",6.6,"1,703,847",7.3,311.0,8.3
217,40576,Hectorville,Age,35-39 years,284,7.6,"102,818",6.1,"1,561,679",6.7,284.0,7.6
218,40576,Hectorville,Age,40-44 years,248,6.6,"106,650",6.4,"1,583,257",6.8,248.0,6.6
219,40576,Hectorville,Age,45-49 years,277,7.4,"113,619",6.8,"1,581,455",6.8,277.0,7.4
220,40576,Hectorville,Age,50-54 years,229,6.1,"113,272",6.8,"1,523,551",6.5,229.0,6.1
221,40576,Hectorville,Age,55-59 years,219,5.8,"111,896",6.7,"1,454,332",6.2,219.0,5.8
222,40576,Hectorville,Age,60-64 years,163,4.4,"102,028",6.1,"1,299,397",5.6,163.0,4.4
223,40576,Hectorville,Age,65-69 years,200,5.3,"96,286",5.7,"1,188,999",5.1,200.0,5.3
224,40576,Hectorville,Age,70-74 years,158,4.2,"72,563",4.3,"887,716",3.8,158.0,4.2
225,40576,Hectorville,Age,75-79 years,170,4.5,"53,885",3.2,"652,657",2.8,170.0,4.5
226,40576,Hectorville,Age,80-84 years,144,3.8,"39,374",2.3,"460,549",2.0,144.0,3.8
227,40576,Hectorville,Age,85 years and over,98,2.6,"44,479",2.7,"486,842",2.1,98.0,2.6
228,40576,Hectorville,Registered marital status,Married,"1,543",48.7,"659,638",47.7,"9,148,218",48.1,1543.0,48.7
229,40576,Hectorville,Registered marital status,Separated,87,2.7,"44,199",3.2,"608,059",3.2,87.0,2.7
230,40576,Hectorville,Registered marital status,Divorced,274,8.6,"127,916",9.2,"1,626,890",8.5,274.0,8.6
231,40576,Hectorville,Registered marital status,Widowed,234,7.4,"83,281",6.0,"985,204",5.2,234.0,7.4
232,40576,Hectorville,Registered marital status,Never married,"1,033",32.6,"468,621",33.9,"6,668,910",35.0,1033.0,32.6
233,40576,Hectorville,Social marital status,Registered marriage,"1,409",47.6,"582,236",47.4,"8,001,141",47.7,1409.0,47.6
234,40576,Hectorville,Social marital status,De facto marriage,172,5.8,"126,020",10.3,"1,751,731",10.4,172.0,5.8
235,40576,Hectorville,Social marital status,Not married,"1,376",46.5,"520,539",42.4,"7,024,973",41.9,1376.0,46.5
236,40576,Hectorville,Education,Preschool,37,3.8,"20,292",4.2,"347,621",4.8,37.0,3.8
